heart_rate,rmssd,sdnn,emotion
89,46,50,NORMAL
109,25,51,STRESSED
84,30,75,NORMAL
75,28,23,STRESSED
115,12,41,STRESSED
84,18,34,NORMAL
84,40,52,NORMAL
60,65,57,CALM
96,27,25,STRESSED
78,35,36,STRESSED
115,10,35,ANXIOUS
106,14,21,ANXIOUS
66,56,77,CALM
90,25,43,STRESSED
66,42,51,NORMAL
89,51,41,NORMAL
71,34,31,NORMAL
69,25,40,NORMAL
75,67,100,CALM
75,60,102,CALM
75,68,53,CALM
62,81,49,CALM
59,42,61,CALM
96,23,32,STRESSED
80,32,35,STRESSED
85,42,66,NORMAL
71,35,31,NORMAL
98,15,36,STRESSED
69,33,20,STRESSED
103,27,20,ANXIOUS
70,73,67,CALM
88,42,51,NORMAL
81,45,66,CALM
108,19,17,ANXIOUS
109,13,28,ANXIOUS
84,50,37,NORMAL
98,19,23,STRESSED
120,19,10,ANXIOUS
62,35,71,NORMAL
64,53,77,CALM
87,26,17,STRESSED
93,15,31,STRESSED
95,41,37,STRESSED
82,55,77,NORMAL
60,50,39,CALM
60,73,81,CALM
80,47,55,CALM
63,55,62,CALM
61,41,76,CALM
105,5,24,ANXIOUS
88,62,42,NORMAL
97,5,29,ANXIOUS
92,59,50,NORMAL
67,62,81,CALM
87,46,55,NORMAL
83,39,57,NORMAL
98,22,30,STRESSED
56,64,74,CALM
60,39,58,NORMAL
67,46,47,CALM
108,6,28,ANXIOUS
61,54,80,CALM
112,13,26,ANXIOUS
97,27,36,STRESSED
116,16,24,ANXIOUS
65,70,49,CALM
110,14,16,ANXIOUS
69,40,37,NORMAL
86,11,10,ANXIOUS
84,18,18,STRESSED
72,51,77,CALM
108,14,25,ANXIOUS
71,54,81,CALM
70,33,34,NORMAL
83,38,39,NORMAL
68,65,83,CALM
94,27,21,STRESSED
123,8,22,ANXIOUS
66,48,52,CALM
104,24,21,STRESSED
79,76,84,CALM
64,34,45,NORMAL
90,6,27,ANXIOUS
85,32,20,NORMAL
66,47,37,NORMAL
109,20,32,ANXIOUS
67,20,71,NORMAL
110,16,19,ANXIOUS
98,16,40,STRESSED
128,22,33,ANXIOUS
113,15,28,ANXIOUS
98,25,28,STRESSED
114,12,27,ANXIOUS
67,40,73,CALM
105,15,27,ANXIOUS
96,29,39,NORMAL
104,6,19,STRESSED
82,21,13,STRESSED
67,25,78,NORMAL
100,57,49,NORMAL
91,37,38,NORMAL
70,71,77,CALM
99,34,42,STRESSED
63,62,48,CALM
118,10,17,ANXIOUS
61,51,75,CALM
125,15,20,ANXIOUS
71,59,56,CALM
99,26,28,STRESSED
62,73,79,CALM
63,62,51,CALM
83,29,27,STRESSED
82,26,21,STRESSED
65,65,56,CALM
109,8,10,ANXIOUS
116,13,29,ANXIOUS
70,62,77,CALM
105,15,61,NORMAL
68,75,73,CALM
107,20,37,STRESSED
72,29,42,NORMAL
94,20,26,STRESSED
81,36,45,NORMAL
98,36,53,NORMAL
72,53,51,CALM
108,17,18,ANXIOUS
76,26,61,NORMAL
74,30,48,NORMAL
111,29,20,STRESSED
70,32,16,NORMAL
81,29,56,NORMAL
105,19,30,STRESSED
86,13,37,STRESSED
85,58,63,NORMAL
114,10,23,ANXIOUS
86,34,15,STRESSED
98,10,46,STRESSED
104,8,10,ANXIOUS
89,27,23,STRESSED
104,14,13,ANXIOUS
83,44,74,NORMAL
66,38,63,NORMAL
88,27,42,STRESSED
65,55,76,CALM
114,19,13,ANXIOUS
80,38,68,NORMAL
114,12,26,ANXIOUS
105,10,23,ANXIOUS
61,43,30,NORMAL
98,15,32,STRESSED
100,27,20,STRESSED
63,68,65,CALM
97,33,40,STRESSED
103,16,24,ANXIOUS
122,5,24,ANXIOUS
59,35,34,NORMAL
78,28,89,NORMAL
65,67,82,CALM
77,42,19,NORMAL
130,19,11,ANXIOUS
77,61,71,CALM
61,61,68,CALM
104,10,29,ANXIOUS
78,10,17,ANXIOUS
59,66,55,CALM
63,64,100,CALM
77,20,23,STRESSED
88,18,37,STRESSED
56,49,61,CALM
116,14,23,ANXIOUS
97,41,32,STRESSED
117,11,22,ANXIOUS
65,60,76,CALM
68,62,80,CALM
91,40,53,NORMAL
110,21,48,STRESSED
116,24,23,ANXIOUS
108,27,38,STRESSED
112,38,31,STRESSED
67,56,95,NORMAL
97,19,25,STRESSED
84,28,23,STRESSED
104,20,12,ANXIOUS
71,43,47,NORMAL
99,23,53,STRESSED
96,27,31,STRESSED
105,31,39,STRESSED
96,38,58,NORMAL
78,30,30,STRESSED
95,15,20,ANXIOUS
107,25,32,STRESSED
61,64,72,CALM
108,13,10,ANXIOUS
109,37,10,STRESSED
99,29,26,STRESSED
90,55,44,NORMAL
96,22,51,STRESSED
72,58,91,CALM
82,30,16,STRESSED
114,9,27,ANXIOUS
82,38,41,NORMAL
68,46,58,NORMAL
130,9,15,ANXIOUS
76,68,62,CALM
66,57,91,CALM
101,25,25,STRESSED
107,14,12,ANXIOUS
99,15,21,ANXIOUS
103,21,20,STRESSED
57,68,83,CALM
95,17,30,STRESSED
95,22,32,STRESSED
102,11,24,ANXIOUS
64,80,49,CALM
99,16,11,ANXIOUS
70,22,42,STRESSED
73,48,33,NORMAL
110,12,17,ANXIOUS
75,45,48,NORMAL
69,53,88,CALM
94,28,36,STRESSED
83,40,60,NORMAL
89,31,50,NORMAL
120,19,15,ANXIOUS
94,11,30,STRESSED
130,26,14,ANXIOUS
70,72,77,CALM
88,12,45,STRESSED
66,52,91,CALM
83,35,67,NORMAL
75,69,60,CALM
67,54,34,NORMAL
122,15,26,ANXIOUS
88,40,38,NORMAL
116,15,15,ANXIOUS
80,35,39,NORMAL
93,30,50,STRESSED
63,61,58,CALM
105,32,36,STRESSED
107,19,10,ANXIOUS
72,59,61,CALM
81,22,65,NORMAL
86,40,50,NORMAL
97,6,15,ANXIOUS
82,16,29,STRESSED
112,7,36,ANXIOUS
109,16,11,ANXIOUS
69,62,82,CALM
67,44,77,NORMAL
87,14,53,NORMAL
111,15,22,ANXIOUS
114,14,24,ANXIOUS
91,28,38,STRESSED
64,94,72,CALM
99,32,13,STRESSED
72,68,73,CALM
90,15,17,STRESSED
62,60,62,CALM
106,9,24,ANXIOUS
54,59,57,CALM
107,18,16,ANXIOUS
84,16,25,STRESSED
87,29,54,NORMAL
73,54,80,CALM
59,54,70,CALM
102,15,10,ANXIOUS
104,7,21,ANXIOUS
80,31,56,NORMAL
111,23,26,ANXIOUS
54,71,67,CALM
92,23,24,STRESSED
53,55,49,CALM
79,29,55,NORMAL
62,79,60,CALM
84,49,28,NORMAL
119,13,14,ANXIOUS
63,58,76,CALM
98,16,26,ANXIOUS
71,70,52,CALM
106,18,20,STRESSED
102,14,10,ANXIOUS
107,20,15,ANXIOUS
110,17,22,ANXIOUS
93,12,30,STRESSED
86,20,50,STRESSED
75,53,57,CALM
98,14,12,ANXIOUS
96,21,10,STRESSED
64,60,62,CALM
60,57,94,CALM
61,55,75,CALM
66,58,51,CALM
88,34,18,STRESSED
104,12,35,ANXIOUS
68,47,57,NORMAL
65,41,55,NORMAL
59,74,70,CALM
115,27,49,NORMAL
86,53,53,NORMAL
93,25,17,ANXIOUS
90,8,67,NORMAL
107,13,10,ANXIOUS
98,39,42,STRESSED
77,14,10,STRESSED
68,49,46,CALM
101,34,42,STRESSED
60,54,64,CALM
90,38,48,NORMAL
130,14,14,ANXIOUS
62,27,45,NORMAL
97,22,21,STRESSED
65,56,92,CALM
101,12,19,ANXIOUS
73,32,50,NORMAL
90,36,38,NORMAL
57,57,40,CALM
99,10,10,ANXIOUS
63,23,25,NORMAL
79,32,61,NORMAL
94,13,22,STRESSED
102,16,20,ANXIOUS
114,19,10,ANXIOUS
110,31,30,STRESSED
86,55,49,CALM
100,25,24,STRESSED
104,25,32,STRESSED
76,46,43,NORMAL
98,20,33,STRESSED
70,86,79,CALM
99,24,22,STRESSED
108,16,40,ANXIOUS
94,48,43,NORMAL
101,37,24,STRESSED
76,65,76,CALM
53,63,63,CALM
63,54,54,CALM
73,75,81,CALM
103,21,31,STRESSED
86,48,33,NORMAL
121,14,17,ANXIOUS
64,47,52,NORMAL
62,51,76,CALM
91,25,20,STRESSED
102,11,33,ANXIOUS
74,49,70,NORMAL
60,62,71,CALM
107,18,13,ANXIOUS
87,38,66,NORMAL
74,59,81,CALM
68,74,66,CALM
92,23,18,STRESSED
85,18,19,STRESSED
67,40,38,NORMAL
103,15,39,ANXIOUS
69,60,52,CALM
90,24,45,STRESSED
97,25,23,STRESSED
79,31,50,NORMAL
70,42,38,NORMAL
86,41,81,NORMAL
64,32,22,NORMAL
86,32,56,NORMAL
110,14,24,ANXIOUS
94,32,48,NORMAL
98,23,34,STRESSED
123,16,20,ANXIOUS
94,7,27,ANXIOUS
108,15,19,STRESSED
78,34,30,STRESSED
97,10,10,ANXIOUS
67,60,70,CALM
111,17,20,ANXIOUS
91,28,38,NORMAL
69,35,27,NORMAL
55,47,52,CALM
80,32,66,NORMAL
107,17,23,ANXIOUS
118,25,24,ANXIOUS
107,22,39,STRESSED
104,14,16,ANXIOUS
57,63,82,CALM
98,15,13,ANXIOUS
51,56,72,CALM
70,57,66,CALM
104,10,10,ANXIOUS
91,29,36,STRESSED
108,23,26,ANXIOUS
109,18,24,ANXIOUS
72,70,72,CALM
106,12,21,ANXIOUS
95,26,48,STRESSED
87,53,37,NORMAL
111,14,29,STRESSED
63,59,58,CALM
113,15,34,ANXIOUS
108,14,25,ANXIOUS
84,26,33,NORMAL
52,59,49,CALM
106,7,10,ANXIOUS
65,62,64,CALM
70,68,67,CALM
117,14,10,ANXIOUS
130,16,10,ANXIOUS
83,52,33,NORMAL
90,47,42,NORMAL
101,10,21,ANXIOUS
91,36,70,NORMAL
82,28,58,NORMAL
130,15,18,ANXIOUS
82,33,18,STRESSED
87,29,44,NORMAL
96,48,47,NORMAL
86,38,23,STRESSED
108,23,27,ANXIOUS
71,49,79,CALM
87,49,54,NORMAL
82,25,53,NORMAL
88,51,46,NORMAL
58,53,75,CALM
65,37,67,NORMAL
62,58,94,CALM
73,60,89,CALM
113,19,10,ANXIOUS
87,37,49,NORMAL
87,43,61,NORMAL
115,26,20,ANXIOUS
106,16,12,ANXIOUS
98,23,18,STRESSED
76,44,76,CALM
106,21,20,ANXIOUS
86,37,81,CALM
128,17,31,ANXIOUS
88,24,68,NORMAL
81,38,24,NORMAL
67,52,64,CALM
105,12,31,ANXIOUS
63,17,32,NORMAL
92,28,18,STRESSED
93,15,42,STRESSED
86,25,14,STRESSED
86,29,22,STRESSED
59,56,66,CALM
82,59,75,CALM
93,25,19,ANXIOUS
124,16,18,ANXIOUS
60,64,70,CALM
106,21,36,STRESSED
102,33,38,STRESSED
107,13,13,ANXIOUS
66,50,94,CALM
98,18,20,STRESSED
80,36,46,NORMAL
109,16,29,STRESSED
110,7,23,ANXIOUS
60,57,73,CALM
80,34,44,NORMAL
92,56,70,NORMAL
92,57,57,NORMAL
65,77,83,CALM
87,9,10,STRESSED
92,38,32,NORMAL
72,29,64,NORMAL
102,20,35,STRESSED
125,20,29,ANXIOUS
71,57,49,CALM
76,26,40,STRESSED
107,13,18,ANXIOUS
80,48,63,NORMAL
109,18,21,ANXIOUS
76,54,62,CALM
64,62,33,CALM
98,8,20,ANXIOUS
98,12,32,ANXIOUS
69,40,74,NORMAL
113,15,31,ANXIOUS
56,54,69,CALM
59,78,64,CALM
94,26,31,STRESSED
90,40,27,STRESSED
109,17,20,ANXIOUS
100,18,24,STRESSED
101,21,14,STRESSED
93,26,40,STRESSED
103,20,32,STRESSED
80,39,52,NORMAL
95,18,25,ANXIOUS
69,58,69,CALM
93,18,34,STRESSED
117,20,21,ANXIOUS
114,19,22,ANXIOUS
64,48,78,CALM
98,27,17,ANXIOUS
75,54,68,NORMAL
62,76,73,CALM
113,6,22,ANXIOUS
59,66,54,CALM
113,18,28,ANXIOUS
66,58,69,CALM
115,28,19,STRESSED
76,17,25,STRESSED
61,45,64,CALM
59,62,76,CALM
71,64,74,CALM
89,27,19,STRESSED
79,49,42,NORMAL
64,60,81,CALM
65,68,72,CALM
102,18,29,ANXIOUS
78,28,30,NORMAL
77,34,28,NORMAL
73,58,59,CALM
100,19,16,ANXIOUS
81,32,71,NORMAL
72,28,17,STRESSED
107,22,18,STRESSED
110,17,10,ANXIOUS
102,33,35,STRESSED
62,60,78,CALM
77,42,68,NORMAL
89,20,20,STRESSED
56,37,91,CALM
61,61,80,CALM
102,17,38,STRESSED
62,60,59,CALM
83,49,47,NORMAL
109,24,46,STRESSED
91,15,19,STRESSED
101,25,33,STRESSED
101,45,73,NORMAL
56,54,73,CALM
98,22,19,STRESSED
104,19,30,STRESSED
104,15,22,ANXIOUS
63,50,104,CALM
102,20,68,STRESSED
98,5,14,ANXIOUS
97,36,49,NORMAL
62,69,59,CALM
64,50,66,CALM
80,48,45,NORMAL
85,22,27,STRESSED
98,29,25,STRESSED
103,11,21,ANXIOUS
81,33,41,NORMAL
79,26,17,STRESSED
91,38,49,NORMAL
85,48,53,NORMAL
58,61,69,CALM
63,73,79,CALM
81,26,38,STRESSED
69,29,52,NORMAL
75,61,79,CALM
96,13,20,ANXIOUS
64,82,72,CALM
110,20,44,STRESSED
84,38,56,NORMAL
54,49,69,CALM
121,16,10,ANXIOUS
89,27,28,STRESSED
88,26,16,STRESSED
64,67,84,CALM
99,6,17,ANXIOUS
116,14,19,ANXIOUS
106,16,32,ANXIOUS
79,34,29,STRESSED
99,7,15,ANXIOUS
126,18,31,ANXIOUS
63,63,62,CALM
102,29,36,STRESSED
98,14,32,STRESSED
76,35,23,NORMAL
130,12,20,ANXIOUS
86,29,67,NORMAL
84,26,41,STRESSED
64,63,70,CALM
112,19,21,ANXIOUS
80,31,15,NORMAL
90,47,58,NORMAL
115,18,13,ANXIOUS
54,65,65,CALM
65,53,69,CALM
116,15,10,ANXIOUS
50,42,81,CALM
84,16,20,STRESSED
71,63,77,CALM
83,33,67,NORMAL
105,10,15,ANXIOUS
113,13,12,ANXIOUS
88,28,62,NORMAL
85,32,27,STRESSED
73,46,56,NORMAL
99,22,25,STRESSED
81,37,50,NORMAL
95,24,19,STRESSED
69,53,80,CALM
93,35,49,NORMAL
92,33,49,NORMAL
65,43,59,NORMAL
123,12,17,ANXIOUS
72,73,54,CALM
101,37,18,STRESSED
81,49,43,NORMAL
71,45,60,NORMAL
127,20,14,ANXIOUS
108,17,17,ANXIOUS
60,48,71,CALM
62,72,69,CALM
102,26,24,STRESSED
98,24,36,STRESSED
115,15,30,ANXIOUS
112,22,19,ANXIOUS
96,35,33,STRESSED
79,36,65,NORMAL
120,12,26,ANXIOUS
92,30,53,NORMAL
70,54,64,CALM
76,58,90,CALM
76,54,58,NORMAL
116,9,17,ANXIOUS
71,72,87,CALM
86,49,36,NORMAL
77,44,34,NORMAL
102,37,23,STRESSED
94,28,38,STRESSED
115,11,30,ANXIOUS
58,54,52,CALM
69,34,40,NORMAL
106,25,27,STRESSED
78,39,60,NORMAL
60,63,84,CALM
57,67,72,CALM
108,21,25,ANXIOUS
81,39,65,NORMAL
59,69,62,CALM
103,26,39,STRESSED
65,40,79,CALM
96,12,10,ANXIOUS
51,57,52,CALM
126,12,31,ANXIOUS
126,18,26,ANXIOUS
89,26,22,STRESSED
59,61,91,CALM
69,60,78,CALM
81,38,74,NORMAL
75,65,96,CALM
53,34,26,NORMAL
55,54,71,CALM
77,56,55,NORMAL
110,15,22,ANXIOUS
91,39,45,NORMAL
100,27,20,STRESSED
103,23,23,STRESSED
74,55,55,NORMAL
99,18,10,ANXIOUS
111,15,29,ANXIOUS
110,27,37,STRESSED
85,27,43,STRESSED
109,27,37,STRESSED
84,44,46,NORMAL
99,18,34,STRESSED
89,40,25,STRESSED
116,12,10,ANXIOUS
65,50,81,CALM
101,12,10,ANXIOUS
107,23,19,ANXIOUS
104,12,23,ANXIOUS
107,28,26,STRESSED
106,14,17,ANXIOUS
110,26,20,ANXIOUS
55,37,54,NORMAL
99,27,29,STRESSED
71,32,48,NORMAL
63,76,63,CALM
68,54,50,NORMAL
93,17,15,ANXIOUS
69,45,59,NORMAL
75,28,47,NORMAL
95,41,42,NORMAL
79,56,94,CALM
107,23,33,STRESSED
89,44,21,STRESSED
99,19,45,STRESSED
115,16,10,ANXIOUS
111,20,23,ANXIOUS
104,26,17,ANXIOUS
105,19,20,ANXIOUS
84,52,86,CALM
120,16,16,ANXIOUS
103,45,58,NORMAL
107,16,26,ANXIOUS
80,33,20,STRESSED
101,5,32,ANXIOUS
99,28,18,STRESSED
119,17,18,ANXIOUS
62,54,86,CALM
81,39,71,CALM
79,33,54,NORMAL
60,48,58,CALM
67,37,40,NORMAL
83,46,23,NORMAL
82,52,65,CALM
66,64,60,CALM
95,19,30,STRESSED
107,15,45,STRESSED
63,68,54,CALM
101,20,28,STRESSED
105,19,47,STRESSED
97,14,34,STRESSED
50,34,36,NORMAL
61,59,85,CALM
81,68,85,CALM
62,60,97,CALM
76,34,96,NORMAL
113,20,17,ANXIOUS
82,45,53,NORMAL
85,22,41,STRESSED
74,53,73,CALM
89,37,33,STRESSED
115,16,35,STRESSED
90,51,51,NORMAL
68,48,55,CALM
84,14,11,STRESSED
102,27,27,STRESSED
111,12,22,ANXIOUS
107,13,10,ANXIOUS
109,19,11,ANXIOUS
63,53,88,CALM
98,15,10,ANXIOUS
64,63,103,CALM
80,29,28,STRESSED
74,53,56,CALM
121,16,16,ANXIOUS
85,60,69,CALM
120,18,22,ANXIOUS
78,24,50,NORMAL
116,16,10,ANXIOUS
79,16,21,STRESSED
103,26,33,ANXIOUS
66,49,75,CALM
64,76,88,CALM
90,46,45,NORMAL
86,41,61,NORMAL
116,22,25,ANXIOUS
66,50,64,CALM
89,20,32,STRESSED
104,19,39,STRESSED
70,55,80,CALM
76,53,52,CALM
87,19,32,STRESSED
99,27,20,STRESSED
99,40,52,NORMAL
96,30,25,STRESSED
116,5,10,ANXIOUS
57,68,75,CALM
76,18,22,STRESSED
113,7,35,ANXIOUS
91,53,68,NORMAL
78,22,13,NORMAL
108,13,25,ANXIOUS
93,22,10,ANXIOUS
75,34,67,NORMAL
113,19,27,STRESSED
113,19,25,ANXIOUS
120,14,31,ANXIOUS
67,42,24,NORMAL
72,57,61,CALM
116,11,31,ANXIOUS
77,52,54,NORMAL
130,8,10,ANXIOUS
119,7,10,ANXIOUS
109,27,24,STRESSED
89,29,14,STRESSED
72,14,26,STRESSED
92,25,29,STRESSED
69,46,85,CALM
58,62,79,CALM
82,42,42,STRESSED
130,10,21,ANXIOUS
113,15,31,ANXIOUS
104,24,31,STRESSED
89,44,28,NORMAL
79,26,52,NORMAL
97,17,14,ANXIOUS
108,9,17,ANXIOUS
54,68,65,CALM
107,11,21,ANXIOUS
55,50,71,CALM
92,46,52,NORMAL
80,72,69,CALM
74,51,50,NORMAL
130,14,39,ANXIOUS
52,47,61,CALM
105,17,34,ANXIOUS
116,12,13,ANXIOUS
95,18,26,ANXIOUS
89,28,10,STRESSED
63,52,78,CALM
81,43,65,NORMAL
65,65,73,CALM
106,34,26,STRESSED
107,17,18,ANXIOUS
110,32,22,STRESSED
121,12,10,ANXIOUS
105,19,36,ANXIOUS
78,62,43,CALM
60,84,67,CALM
73,65,77,CALM
85,35,37,NORMAL
70,47,44,NORMAL
64,61,34,NORMAL
112,14,10,ANXIOUS
83,39,37,NORMAL
65,41,72,NORMAL
104,28,32,STRESSED
95,10,17,ANXIOUS
119,9,22,ANXIOUS
60,74,61,CALM
130,12,19,ANXIOUS
74,45,46,NORMAL
81,40,51,NORMAL
62,54,52,CALM
91,15,31,STRESSED
75,39,49,NORMAL
112,13,19,ANXIOUS
78,29,54,NORMAL
97,30,39,STRESSED
96,29,32,STRESSED
95,21,24,ANXIOUS
78,73,71,CALM
71,55,59,CALM
110,12,30,STRESSED
93,25,23,STRESSED
63,85,74,CALM
100,27,21,STRESSED
116,13,32,ANXIOUS
93,30,23,STRESSED
101,15,31,ANXIOUS
91,35,20,STRESSED
105,18,10,ANXIOUS
71,45,60,NORMAL
51,57,69,CALM
59,68,70,CALM
69,47,66,CALM
110,32,28,STRESSED
103,12,31,ANXIOUS
75,42,26,NORMAL
87,25,38,STRESSED
64,61,70,CALM
107,21,18,STRESSED
80,65,98,CALM
69,48,58,NORMAL
97,10,25,ANXIOUS
58,77,73,CALM
97,31,33,STRESSED
91,56,77,NORMAL
88,38,31,STRESSED
109,16,12,ANXIOUS
54,65,68,CALM
95,14,35,STRESSED
106,13,30,STRESSED
64,71,67,CALM
83,47,35,NORMAL
111,8,20,ANXIOUS
74,39,31,NORMAL
106,36,36,STRESSED
61,52,76,CALM
69,60,84,CALM
68,74,71,CALM
115,12,12,ANXIOUS
74,30,79,NORMAL
88,38,62,NORMAL
74,43,31,NORMAL
94,27,22,STRESSED
98,16,27,STRESSED
72,61,94,CALM
84,48,52,CALM
65,47,74,CALM
87,17,48,STRESSED
76,44,42,NORMAL
64,50,77,CALM
103,12,23,ANXIOUS
102,11,17,ANXIOUS
91,44,16,NORMAL
67,51,80,CALM
93,17,30,STRESSED
118,23,51,STRESSED
69,43,72,CALM
104,13,15,ANXIOUS
105,21,18,STRESSED
117,26,30,STRESSED
76,28,42,NORMAL
93,17,28,STRESSED
101,11,41,STRESSED
93,20,28,ANXIOUS
92,30,53,NORMAL
94,29,29,STRESSED
86,17,26,ANXIOUS
102,27,14,STRESSED
77,45,10,NORMAL
96,27,29,STRESSED
94,41,61,NORMAL
81,30,48,NORMAL
130,11,38,ANXIOUS
78,43,41,NORMAL
71,24,41,STRESSED
68,72,47,CALM
85,37,52,NORMAL
105,16,26,ANXIOUS
83,55,67,NORMAL
95,15,20,ANXIOUS
104,16,19,ANXIOUS
95,17,13,ANXIOUS
89,19,10,STRESSED
129,18,26,ANXIOUS
114,39,39,STRESSED
69,52,25,NORMAL
70,39,58,NORMAL
81,36,36,STRESSED
112,32,34,STRESSED
85,47,31,NORMAL
92,14,18,STRESSED
58,54,46,CALM
64,41,74,CALM
94,23,35,STRESSED
102,14,25,STRESSED
68,37,56,NORMAL
50,54,75,CALM
57,60,36,CALM
72,44,68,CALM
80,38,45,NORMAL
94,28,10,STRESSED
107,19,10,ANXIOUS
99,38,29,STRESSED
64,63,87,CALM
80,44,37,NORMAL
80,41,56,NORMAL
85,34,46,NORMAL
65,60,70,CALM
100,13,10,ANXIOUS
77,36,39,NORMAL
82,14,21,STRESSED
77,25,66,NORMAL
72,25,63,NORMAL
68,22,57,NORMAL
118,15,26,ANXIOUS
116,21,30,ANXIOUS
108,13,22,ANXIOUS
106,17,32,ANXIOUS
100,12,14,ANXIOUS
118,15,32,ANXIOUS
108,18,14,ANXIOUS
109,19,21,ANXIOUS
96,46,45,NORMAL
69,65,69,CALM
96,17,22,STRESSED
92,29,43,NORMAL
123,23,10,ANXIOUS
87,38,61,NORMAL
66,52,40,NORMAL
75,68,55,CALM
70,62,67,CALM
64,63,108,CALM
70,22,34,NORMAL
86,15,42,STRESSED
66,42,54,NORMAL
60,60,55,CALM
97,19,17,ANXIOUS
76,46,45,NORMAL
64,58,49,CALM
101,22,31,STRESSED
80,40,63,NORMAL
64,42,35,NORMAL
52,50,85,CALM
57,60,78,CALM
76,39,61,NORMAL
99,36,18,STRESSED
77,29,35,STRESSED
80,26,34,NORMAL
57,61,78,CALM
112,15,28,ANXIOUS
103,27,21,STRESSED
69,45,39,CALM
66,65,82,CALM
60,68,33,CALM
106,16,24,ANXIOUS
92,43,60,NORMAL
119,24,34,STRESSED
97,17,28,ANXIOUS
85,31,17,STRESSED
108,13,31,STRESSED
65,34,33,NORMAL
120,15,25,ANXIOUS
64,38,75,CALM
102,17,29,ANXIOUS
91,59,56,NORMAL
81,42,69,NORMAL
94,7,22,ANXIOUS
110,15,23,ANXIOUS
101,5,18,ANXIOUS
74,33,35,NORMAL
130,16,10,ANXIOUS
103,8,18,ANXIOUS
93,15,11,ANXIOUS
104,10,10,ANXIOUS
110,17,10,ANXIOUS
104,10,10,ANXIOUS
75,27,42,STRESSED
93,14,18,ANXIOUS
64,53,63,CALM
86,37,52,STRESSED
94,16,21,ANXIOUS
82,34,40,STRESSED
99,21,14,ANXIOUS
86,26,30,STRESSED
63,59,81,CALM
75,43,82,CALM
91,23,30,STRESSED
111,7,17,ANXIOUS
59,72,44,CALM
130,16,18,ANXIOUS
80,38,19,STRESSED
58,48,65,CALM
65,35,72,CALM
104,17,53,STRESSED
59,48,63,CALM
98,11,15,ANXIOUS
69,32,69,CALM
97,25,10,STRESSED
95,14,40,STRESSED
102,42,64,NORMAL
71,36,62,NORMAL
89,17,38,STRESSED
92,21,10,ANXIOUS
114,7,21,ANXIOUS
109,16,27,ANXIOUS
113,21,10,ANXIOUS
118,12,31,ANXIOUS
91,16,21,STRESSED
72,28,43,STRESSED
80,45,73,NORMAL
94,25,41,STRESSED
99,24,30,STRESSED
99,18,39,STRESSED
72,55,68,CALM
97,33,46,NORMAL
69,75,64,CALM
78,83,103,CALM
86,9,38,STRESSED
97,12,51,STRESSED
60,63,90,CALM
59,69,48,CALM
57,71,36,CALM
60,53,64,CALM
85,30,33,STRESSED
106,29,28,STRESSED
50,49,67,CALM
93,29,26,STRESSED
74,65,77,CALM
97,21,20,STRESSED
129,7,18,ANXIOUS
85,21,37,NORMAL
62,57,92,CALM
116,9,10,ANXIOUS
102,11,29,STRESSED
67,51,81,CALM
115,19,14,ANXIOUS
98,11,22,STRESSED
89,39,63,NORMAL
103,5,44,STRESSED
97,18,33,STRESSED
83,24,37,NORMAL
71,21,41,NORMAL
74,63,76,CALM
75,51,56,NORMAL
83,31,27,STRESSED
61,59,48,CALM
104,22,10,STRESSED
92,36,44,STRESSED
50,61,81,CALM
97,41,47,STRESSED
110,5,27,ANXIOUS
111,12,15,ANXIOUS
113,16,14,ANXIOUS
83,21,27,STRESSED
79,12,50,STRESSED
71,59,54,CALM
60,56,45,CALM
90,26,26,STRESSED
123,15,10,ANXIOUS
69,65,93,CALM
69,36,36,NORMAL
90,22,26,STRESSED
64,68,75,CALM
52,54,83,CALM
73,57,69,CALM
73,46,43,CALM
114,16,19,ANXIOUS
85,37,43,NORMAL
52,52,70,CALM
117,5,25,ANXIOUS
110,23,21,ANXIOUS
93,23,34,STRESSED
108,17,26,ANXIOUS
97,28,28,STRESSED
81,52,62,CALM
88,15,13,STRESSED
90,9,14,ANXIOUS
69,51,49,NORMAL
67,49,55,CALM
81,40,29,NORMAL
101,10,22,ANXIOUS
110,11,21,ANXIOUS
73,54,56,CALM
58,39,36,NORMAL
115,27,35,STRESSED
114,6,13,ANXIOUS
97,12,23,ANXIOUS
102,12,14,ANXIOUS
65,27,57,NORMAL
77,51,81,CALM
115,13,19,ANXIOUS
89,35,67,NORMAL
102,23,16,ANXIOUS
77,73,61,CALM
106,20,37,STRESSED
90,18,17,ANXIOUS
90,44,64,NORMAL
50,50,62,CALM
78,44,45,NORMAL
113,29,29,STRESSED
96,31,34,STRESSED
118,14,26,ANXIOUS
70,34,53,NORMAL
83,48,47,NORMAL
112,13,20,ANXIOUS
94,36,56,NORMAL
108,27,28,STRESSED
78,36,54,NORMAL
119,14,21,ANXIOUS
72,40,64,NORMAL
94,41,28,STRESSED
78,30,21,STRESSED
61,63,76,CALM
81,50,74,CALM
70,28,94,CALM
85,20,37,STRESSED
83,41,32,NORMAL
128,20,34,STRESSED
56,52,71,CALM
122,17,28,ANXIOUS
70,40,32,STRESSED
62,62,77,CALM
68,58,68,CALM
81,32,49,NORMAL
121,27,41,STRESSED
113,5,14,ANXIOUS
72,22,36,STRESSED
112,12,21,ANXIOUS
102,28,23,STRESSED
89,17,33,STRESSED
97,17,41,STRESSED
56,59,72,CALM
71,41,33,NORMAL
